Disciplina,Hierarquia,Nivel,Indice,Quantidade,Quantidade_Caderno
Direito Constitucional,03.06.01,3,Espécies de Nacionalidade (Brasileiros Natos e Naturalizados),122,122
Direito Constitucional,03.06.02,3,Distinções Constitucionais entre Brasileiros Natos e Naturalizados,80,80
Direito Constitucional,03.06.03,3,Perda da Nacionalidade,36,36
Direito Constitucional,03.06.04,3,"Extradição, Deportação, Expulsão e Banimento (da Nacionalidade)",52,52
Direito Constitucional,03.06.05,3,Dos Símbolos e Idioma da República (art. 13 da CF/1988),5,5
Direito Constitucional,03.07,2,Direitos Políticos (arts. 14 a 16 da CF/1988),363,363
Direito Constitucional,03.07.01,3,"Soberania Popular (Voto, Plebiscito, Referendo, Iniciativa popular), Alistamento e Elegibilidade",202,202
Direito Constitucional,03.07.02,3,Inelegibilidades (Direitos Políticos),89,89
Direito Constitucional,03.07.03,3,Perda e Suspensão dos Direitos Políticos,72,72
Direito Constitucional,03.08,2,Partidos Políticos (art. 17 da CF/1988),84,84
Direito Constitucional,04,1,Da Organização do Estado (arts. 18 a 43 da CF/1988),2034,2034
Direito Constitucional,04.01,2,Da Organização Político-Administrativa (arts. 18 e 19 da CF/1988),175,175
Direito Constitucional,04.02,2,"União: Bens e Competências Exclusivas, Privativas, Comuns e Concorrentes (arts. 20 a 24 da CF/1988)",496,496
Direito Constitucional,04.03,2,"Estados Federados - Organização, Competências, Bens (arts. 25 a 28 da CF/1988)",135,135
Direito Constitucional,04.04,2,Municípios - Organização e Competências (arts. 29 a 31 da CF/1988),208,208
Direito Constitucional,04.05,2,Do Distrito Federal e dos Territórios (arts. 32 e 33 da CF/1988),80,80
Direito Constitucional,04.06,2,Intervenção Federal e Estadual (arts. 34 a 36 da CF/1988),169,169
Direito Constitucional,04.07,2,Administração Pública (arts. 37 a 43 da CF/1988),730,730
Direito Constitucional,04.07.01,3,Disposições Gerais (Administração Pública - arts. 37 e 38 da CF/1988),507,507
Direito Constitucional,04.07.02,3,Dos Servidores Públicos (arts. 39 a 41 da CF/1988),202,202
Direito Constitucional,04.07.03,3,"Dos Militares dos Estados, do Distrito Federal e dos Territórios (art. 42 da CF/1988)",19,19
Direito Constitucional,04.07.04,3,"Das Regiões (Administração Pública, art. 43 da CF/1988)",2,2
Direito Constitucional,04.08,2,Questões Mescladas de Organização do Estado (arts. 18 a 43 da CF/1988),41,41
Direito Constitucional,05,1,Da Organização dos Poderes (arts. 44 a 135 da CF/1988),3473,3473
Direito Constitucional,05.01,2,Do Poder Legislativo (arts. 44 a 75 da CF/1988),1458,1458
Direito Constitucional,05.01.01,3,Do Congresso Nacional (arts. 44 a 47 da CF/1988),68,68
Direito Constitucional,05.01.02,3,Das Atribuições do Congresso Nacional (arts. 48 a 50 da CF/1988) ,120,120
Direito Constitucional,05.01.03,3,Da Câmara dos Deputados (art. 51 da CF/1988),45,45
Direito Constitucional,05.01.04,3,Do Senado Federal (art. 52 da CF/1988),62,62
Direito Constitucional,05.01.05,3,Dos Deputados e Senadores (arts. 53 a 56 da CF/1988),128,128
Direito Constitucional,05.01.06,3,Das Reuniões (art. 57 da CF/1988),14,14
Direito Constitucional,05.01.07,3,Das Comissões Parlamentares - Permanentes e Temporárias (art. 58 da CF/1988),131,131
Direito Constitucional,05.01.08,3,Processo Legislativo (arts. 59 a 69 da CF/1988),583,583
Direito Constitucional,05.01.08.01,4,"Disposição Geral (Processo Legislativo, art. 59 da CF/1988)",15,15
Direito Constitucional,05.01.08.02,4,Da Emenda à Constituição (art. 60 da CF/1988),146,146
Direito Constitucional,05.01.08.03,4,Leis Ordinárias e Complementares,48,48
Direito Constitucional,05.01.08.04,4,Medidas Provisórias,145,145
Direito Constitucional,05.01.08.05,4,Leis Delegadas,16,16
Direito Constitucional,05.01.08.06,4,Resoluções e Decretos Legislativos,12,12
Direito Constitucional,05.01.08.07,4,"Fases do Processo Legislativo (Iniciativa, Discussão, Voto, Veto, Sanção, Promulgação e Publicação)",151,151
Direito Constitucional,05.01.08.08,4,Questões Mescladas de Processo Legislativo (arts. 59 a 69 da CF/1988),50,50
Direito Constitucional,05.01.09,3,"Da Fiscalização Contábil, Financeira e Orçamentária (arts. 70 a 75 da CF/1988)",266,266
Direito Constitucional,05.01.09.01,4,Competências para Fiscalização e Tribunal de Contas da União (arts. 70 a 73 da CF/1988),186,186
Direito Constitucional,05.01.09.02,4,Sistema de Controle Interno (art. 74 da CF/1988),21,21
Direito Constitucional,05.01.09.03,4,"Tribunais de Contas Estaduais, Distrital e Municipais",59,59
Direito Constitucional,05.01.10,3,Questões Mescladas de Poder Legislativo (arts. 44 a 75 da CF/1988),41,41
Direito Constitucional,05.02,2,Do Poder Executivo (arts. 76 a 91 da CF/1988),423,423
Direito Constitucional,05.02.01,3,Do Presidente e Vice Presidente da República (arts. 76 a 83 da CF/1988),69,69
Direito Constitucional,05.02.02,3,Das Atribuições do Presidente da República (art. 84 da CF/1988),203,203
Direito Constitucional,05.02.03,3,Da Responsabilidade do Presidente da República (arts. 85 e 86 da CF/1988),101,101
Direito Constitucional,05.02.04,3,Dos Ministros de Estado (arts. 87 e 88 da CF/1988),23,23
Direito Constitucional,05.02.05,3,Do Conselho da República e Conselho da Defesa Nacional (arts. 89 a 91 da CF/1988),27,27
Direito Constitucional,05.03,2,Do Poder Judiciário (arts. 92 a 126 da CF/1988),993,993
Direito Constitucional,05.03.01,3,"Das Disposições Gerais (Poder Judiciário, arts. 92 a 100 da CF/1988)",242,242
Direito Constitucional,05.03.01.01,4,Órgãos do Poder Judiciário (art. 92 da CF/1988),25,25
Direito Constitucional,05.03.01.02,4,Do Estatuto da Magistratura (art. 93 da CF/1988),46,46
Direito Constitucional,05.03.01.03,4,Do Quinto Constitucional (art. 94 da CF/1988),16,16
Direito Constitucional,05.03.01.04,4,"Das Garantias e Vedações (Poder Judiciário, art. 95 da CF/1988)",47,47
Direito Constitucional,05.03.01.05,4,"Competências Privativas (Poder Judiciário, art. 96 da CF/1988)",22,22
Direito Constitucional,05.03.01.06,4,"Reserva de Plenário (Poder Judiciário, art. 97 da CF/1988)",21,21
Direito Constitucional,05.03.01.07,4,Juizados Especiais e Justiça de Paz (art. 98 da CF/1988),6,6
Direito Constitucional,05.03.01.08,4,"Autonomia Administrativa e Financeira (Poder Judiciário, art. 99 da CF/1988)",13,13
Direito Constitucional,05.03.01.09,4,Dos Precatórios (art. 100 da CF/1988),46,46
Direito Constitucional,05.03.02,3,Do Supremo Tribunal Federal - STF (arts. 101 a 103 da CF/1988),152,152
Direito Constitucional,05.03.03,3,Das Súmulas Vinculantes (art. 103-A da CF/1988),49,49
Direito Constitucional,05.03.04,3,Do Conselho Nacional de Justiça - CNJ (art. 103-B da CF/1988),142,142
Direito Constitucional,05.03.05,3,Do Superior Tribunal de Justiça - STJ (arts. 104 e 105 da CF/1988),132,132
Direito Constitucional,05.03.06,3,Dos Tribunais Regionais Federais e Juízes Federais (arts. 106 a 110 da CF/1988),73,73
Direito Constitucional,05.03.07,3,Dos Tribunais e Juízes do Trabalho (arts. 111 a 117 da CF/1988),43,43
Direito Constitucional,05.03.08,3,Dos Tribunais e Juízes Eleitorais (arts. 118 a 121 da CF/1988),50,50
Direito Constitucional,05.03.09,3,Dos Tribunais e Juízes Militares (arts. 122 a 124 da CF/1988),19,19
Direito Constitucional,05.03.10,3,Dos Tribunais e Juízes dos Estados (arts. 125 e 126 da CF/1988),29,29
Direito Constitucional,05.03.11,3,Questões Mescladas de Poder Judiciário (arts. 92 a 126 da CF/1988),62,62
Direito Constitucional,05.04,2,Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),531,531
Direito Constitucional,05.04.01,3,Ministério Público (arts. 127 a 130 da CF/1988),310,310
Direito Constitucional,05.04.01.01,4,Princípios Institucionais (Ministério Público),32,32
Direito Constitucional,05.04.01.02,4,Funções Institucionais (Ministério Público),97,97
Direito Constitucional,05.04.01.03,4,Composição do Ministério Público,53,53
Direito Constitucional,05.04.01.04,4,Garantias e Vedações (Ministério Público),46,46
Direito Constitucional,05.04.01.05,4,Ministério Público junto aos Tribunais de Contas,22,22
Direito Constitucional,05.04.01.06,4,Conselho Nacional do Ministério Público - CNMP,31,31
Direito Constitucional,05.04.01.07,4,Ministério Público dos Estados e Distrito Federal e Territórios,10,10
Direito Constitucional,05.04.01.08,4,Questões Mescladas de Ministério Público (arts. 127 a 130 da CF/1988),19,19
Direito Constitucional,05.04.02,3,Da Advocacia Pública (arts. 131 e 132 da CF/1988),77,77
Direito Constitucional,05.04.03,3,Advocacia Privada e Defensoria Pública (arts. 133 a 135 da CF/1988),98,98
Direito Constitucional,05.04.04,3,Questões Mescladas de Funções Essenciais à Justiça (arts. 127 a 135 da CF/1988),46,46
Direito Constitucional,05.05,2,Questões Mescladas de Organização dos Poderes (arts. 44 a 135 da CF/1988),68,68
Direito Constitucional,06,1,Defesa do Estado e das Instituições Democráticas (arts. 136 a 144 da CF/1988),364,364
Direito Constitucional,06.01,2,Estado de Defesa e de Sítio (arts. 136 a 141 da CF/1988),106,106
Direito Constitucional,06.02,2,Forças Armadas (arts. 142 e 143 da CF/1988),37,37
Direito Constitucional,06.03,2,Segurança Pública (art. 144 da CF/1988),221,221
Direito Constitucional,07,1,Tributação e Orçamento (arts. 145 a 169 da CF/1988),389,389
Direito Constitucional,07.01,2,Sistema Tributário Nacional (arts. 145 a 162 da CF/1988),221,221
Direito Constitucional,07.01.01,3,"Dos Princípios Gerais (Sistema Tributário Nacional, arts. 145 a 149-B da CF/1988)",64,64
Direito Constitucional,07.01.02,3,Limitações do Poder de Tributar (arts. 150 a 152 da CF/1988),83,83
Direito Constitucional,07.01.03,3,Dos Impostos da União (arts. 153 e 154 da CF/1988),18,18
Direito Constitucional,07.01.04,3,Dos Impostos dos Estados e Distrito Federal (art. 155 da CF/1988),17,17
Direito Constitucional,07.01.05,3,Dos Impostos dos Municípios (art. 156 da CF/1988),15,15
Direito Constitucional,07.01.06,3,"Do Imposto de Competência Compartilhada entre Estados, Distrito Federal e Municípios (arts. 156-A e 156-B da CF/1988)",1,1
Direito Constitucional,07.01.07,3,Da Repartição das Receitas Tributárias (arts. 157 a 162 da CF/1988),23,23
Direito Constitucional,07.02,2,Finanças Públicas (arts. 163 a 169 da CF/1988),168,168
Direito Constitucional,07.02.01,3,"Normas Gerais (Finanças Públicas, arts. 163 e 164-A da CF/1988)",28,28
Direito Constitucional,07.02.02,3,"Dos Orçamentos (Finanças Públicas, arts. 165 a 169 da CF/1988)",140,140
Direito Constitucional,08,1,Da Ordem Econômica e Financeira (arts. 170 a 192 da CF/1988),307,307
Direito Constitucional,08.01,2,Princípios Gerais da Ordem Econômica (arts. 170 a 172 e 175 a 181 da CF/1988),189,189
Direito Constitucional,08.02,2,Atuação do Estado no Domínio Econômico (arts. 173 e 174 da CF/1988),29,29
Direito Constitucional,08.03,2,"Políticas Urbana, Agrária e Fundiária (arts. 182 a 191 da CF/1988)",82,82
Direito Constitucional,08.04,2,Sistema Financeiro Nacional (art. 192 da CF/1988),7,7
Direito Constitucional,09,1,Ordem Social (arts. 193 a 232 da CF/1988),776,776
Direito Constitucional,09.01,2,Noções Gerais (Ordem Social),5,5
Direito Constitucional,09.02,2,Seguridade Social (arts. 194 a 204 da CF/1988),272,272
Direito Constitucional,09.02.01,3,"Disposições Gerais (Seguridade Social, arts. 194 e 195 da CF/1988)",74,74
Direito Constitucional,09.02.02,3,Da Saúde (arts. 196 a 200 da CF/1988),136,136
Direito Constitucional,09.02.03,3,Da Previdência Social (arts. 201 e 202 da CF/1988),33,33
Direito Constitucional,09.02.04,3,Da Assistência Social (arts. 203 e 204 da CF/1988),29,29
Direito Constitucional,09.03,2,"Da Educação, da Cultura e do Desporto (arts. 205 a 217 da CF/1988)",212,212
Direito Constitucional,09.04,2,Da Ciência e Tecnologia (arts. 218 e 219 da CF/1988),28,28
Direito Constitucional,09.05,2,Da Comunicação Social (arts. 220 a 224 da CF/1988),76,76
Direito Constitucional,09.06,2,Do Meio Ambiente (art. 225 da CF/1988),85,85
Direito Constitucional,09.07,2,"Da Família, da Criança, do Adolescente e do Idoso (arts. 226 a 230 da CF/1988)",41,41
Direito Constitucional,09.08,2,Dos Índios (arts. 231 e 232 da CF/1988) ,57,57
Direito Constitucional,10,1,Das Disposições Constitucionais Gerais (arts. 233 a 250 da CF/1988),14,14
Direito Constitucional,11,1,Disposições Finais e Transitórias da CF/1988,33,33
Direito Constitucional,11.01,2,Ato das Disposições Constitucionais Transitórias - ADCT,19,19
Direito Constitucional,11.02,2,Emenda Constitucional nº 103/2019  (arts. 3º a 34) - Reforma da Previdência,11,11
Direito Constitucional,11.03,2,Emenda Constitucional nº 132/2023 (arts. 6º a 23) - Reforma Tributária,3,3
Direito Constitucional,12,1,Controle de Constitucionalidade,776,776
Direito Constitucional,12.01,2,"Introdução, Pressupostos e Tipos de Inconstitucionalidade",72,72
Direito Constitucional,12.02,2,Controle de Constitucionalidade no Mundo e Histórico do Controle de Constitucionalidade no Brasil,27,27
Direito Constitucional,12.03,2,Formas de Controle de Constitucionalidade,530,530
Direito Constitucional,12.03.01,3,"Formas de Controle: Sistemas, Momentos, Modelos e Vias de Controle",81,81
Direito Constitucional,12.03.02,3,Controle Difuso (Incidental ou Incidenter Tantum),86,86
Direito Constitucional,12.03.03,3,Ações de Controle Concentrado de Constitucionalidade,363,363
Direito Constitucional,12.03.03.01,4,Ação Direta de Inconstitucionalidade (ADI),210,210
Direito Constitucional,12.03.03.02,4,Ação Direta de Inconstitucionalidade por Omissão (ADI por Omissão),29,29
Direito Constitucional,12.03.03.03,4,Ação Declaratória de Constitucionalidade (ADC),56,56
Direito Constitucional,12.03.03.04,4,Arguição de Descumprimento de Preceito Fundamental (ADPF),68,68
Direito Constitucional,12.04,2,Controle de Constitucionalidade pelos Tribunais de Justiça dos Estados,42,42
Direito Constitucional,12.05,2,Questões Mescladas de Controle de Constitucionalidade,105,105
Direito Constitucional,13,1,Constituições Estaduais e LODF,696,696
Direito Constitucional,13.01,2,Constituição do Estado do Acre,24,24
Direito Constitucional,13.02,2,Constituição do Estado do Alagoas,22,22
Direito Constitucional,13.02.01,3,Dos Princípios Fundamentais (arts. 1º a 3º da CE-AL),2,2
Direito Constitucional,13.02.02,3,Da Organização do Estado (arts. 4º a 67 da CE-AL),9,9
Direito Constitucional,13.02.03,3,Da Organização dos Poderes (arts. 68 a 161 da CE-AL),4,4
Direito Constitucional,13.02.03.01,4,Do Poder Legislativo (arts. 68 a 100 da CE-AL),2,2
Direito Constitucional,13.02.03.02,4,Do Poder Executivo (arts. 101 a 120 da CE-AL),1,1
Direito Constitucional,13.02.03.03,4,Do Poder Judiciário (arts. 121 a 141 da CE-AL),1,1
Direito Constitucional,13.02.04,3,Da Ordem Social (arts. 184 a 233 da CE-AL),2,2
Direito Constitucional,13.02.05,3,Da Ordem Econômica (arts. 234 a 243 da CE-AL),1,1
Direito Constitucional,13.02.06,3,Da Segurança Pública (arts. 244 a 247 da CE-AL),4,4
Direito Constitucional,13.03,2,Constituição do Estado do Amapá,2,2
Direito Constitucional,13.03.01,3,Da Organização dos Poderes (arts. 91 a 159 da CE-AP),2,2
Direito Constitucional,13.04,2,Constituição do Estado da Bahia,31,31
Direito Constitucional,13.04.01,3,Da Organização do Estado e dos Municípios (arts. 5º a 65 da CE-BA),14,14
Direito Constitucional,13.04.02,3,Da Organização dos Poderes (arts. 66 a 148-A da CE-BA),14,14
Direito Constitucional,13.04.03,3,Da Tributação e do Orçamento (arts. 149 a 163 da CE-BA),1,1
Direito Constitucional,13.04.04,3,Da Ordem Econômica e Social (arts. 164 a 291 da CE-BA),2,2
Direito Constitucional,13.05,2,Constituição do Estado do Ceará,32,32
Direito Constitucional,13.06,2,Constituição do Estado do Espírito Santo,58,58
Direito Constitucional,13.07,2,Constituição do Estado de Goiás,4,4
Direito Constitucional,13.08,2,Constituição do Estado do Maranhão,2,2
Direito Constitucional,13.09,2,Constituição do Estado do Mato Grosso,3,3
Direito Constitucional,13.10,2,Constituição do Estado do Mato Grosso do Sul,2,2
Direito Constitucional,13.11,2,Constituição do Estado de Minas Gerais,1,1
Direito Constitucional,13.11.01,3,Do Estado (arts. 6º a 143 da CEMG),1,1
Direito Constitucional,13.11.01.01,4,Da Organização dos Poderes (arts. 52 a 143 da CEMG),1,1
Direito Constitucional,13.11.01.01.01,5,Do Poder Legislativo (arts. 52 a 82 da CEMG),1,1
Direito Constitucional,13.12,2,Constituição do Estado do Pará,19,19
Direito Constitucional,13.12.01,3,Dos Direitos e Garantias Fundamentais (arts. 4º a 9º da CE-PA),4,4
Direito Constitucional,13.12.02,3,Da Organização do Estado (arts. 10 a 50 da CE-PA),2,2
Direito Constitucional,13.12.03,3,Da Organização Municipal (arts. 51 a 85 da CE-PA),1,1
Direito Constitucional,13.12.04,3,Da Organização dos Poderes (arts. 86 a 192 da CE-PA),6,6
Direito Constitucional,13.12.05,3,Da Ordem Financeira da Tributação e do Orçamento (arts. 202 a 229 da CE-PA),2,2
Direito Constitucional,13.12.06,3,Da Ordem Econômica e do Meio Ambiente (arts. 230 a 259 da CE-PA),2,2
Direito Constitucional,13.12.07,3,Atos das Disposições Constitucionais Transitórias da CE-PA,2,2
Direito Constitucional,13.13,2,Constituição do Estado da Paraíba,14,14
Direito Constitucional,13.14,2,Constituição do Estado do Paraná,3,3
Direito Constitucional,13.15,2,Constituição do Estado de Pernambuco,21,21
Direito Constitucional,13.16,2,Constituição do Estado do Piauí,3,3
Direito Constitucional,13.17,2,Constituição do Estado do Rio de Janeiro,15,15
Direito Constitucional,13.18,2,Constituição do Estado do Rio Grande do Norte,8,8
Direito Constitucional,13.19,2,Constituição do Estado do Rio Grande do Sul,12,12
Direito Constitucional,13.19.01,3,Da Organização do Estado (arts. 3º a 48 da CE-RS),1,1
Direito Constitucional,13.19.01.01,4,Dos Municípios (arts. 8º a 15 da CE-RS),1,1
Direito Constitucional,13.19.02,3,Da Organização dos Poderes (arts. 49 a 123 da CE-RS),5,5
Direito Constitucional,13.19.02.01,4,Do Poder Legislativo (arts. 49 a 77 da CE-RS),3,3
Direito Constitucional,13.19.02.02,4,Do Poder Judiciário (arts. 91 a 106 da CE-RS),2,2
Direito Constitucional,13.19.03,3,"Das Finanças, da Tributação e do Orçamento (arts. 140 a 156 da CE-RS)",6,6
Direito Constitucional,13.20,2,Constituição do Estado de Rondônia,16,16
Direito Constitucional,13.21,2,Constituição do Estado de Roraima,17,17
Direito Constitucional,13.22,2,Constituição do Estado de Santa Catarina,11,11
Direito Constitucional,13.22.01,3,"Dos Princípios, Direitos e Garantias Fundamentais (arts. 1º a 4º da CE-SC)",1,1
Direito Constitucional,13.22.02,3,Da Organização Político-Administrativa do Estado (arts. 5º a 31 da CE-SC),2,2
Direito Constitucional,13.22.03,3,Da Organização dos Poderes (arts. 32 a 104 da CE-SC),5,5
Direito Constitucional,13.22.04,3,Da Segurança Pública (arts. 105 a 109 da CE-SC),1,1
Direito Constitucional,13.22.05,3,Da Ordem Social (arts. 151 a 192 da CE-SC),2,2
Direito Constitucional,13.23,2,Constituição do Estado de Sergipe,9,9
Direito Constitucional,13.24,2,Constituição do Estado do Tocantins,4,4
Direito Constitucional,13.25,2,Lei Orgânica do Distrito Federal,363,363
Direito Constitucional,13.25.01,3,Dos Fundamentos da Organização dos Poderes e do Distrito Federal (arts. 1º a 5º da LO-DF),26,26
Direito Constitucional,13.25.02,3,Da Organização do Distrito Federal (arts. 6º a 52 da LO-DF),152,152
Direito Constitucional,13.25.02.01,4,Das Disposições Gerais (arts. 6º a 9º da LO-DF),6,6
Direito Constitucional,13.25.02.02,4,Da Organização Administrativa do Distrito Federal (arts. 10 a 13 da LO-DF),36,36
Direito Constitucional,13.25.02.03,4,Da Competência do Distrito Federal (arts. 14 a 18 da LO-DF),24,24
Direito Constitucional,13.25.02.04,4,Da Administração Pública (arts. 19 a 32 da LO-DF),46,46
Direito Constitucional,13.25.02.05,4,Dos Servidores Públicos (arts. 33 a 44 da LO-DF),30,30
Direito Constitucional,13.25.02.06,4,Dos Bens do Distrito Federal (arts. 46 a 52 da LO-DF),10,10
Direito Constitucional,13.25.03,3,Da Organização dos Poderes (arts. 53 a 124-B da LO-DF),124,124
Direito Constitucional,13.25.03.01,4,Das Disposições Gerais (art. 53 da LO-DF),2,2
Direito Constitucional,13.25.03.02,4,Do Poder Legislativo (arts. 54 a 86 da LO-DF),87,87
Direito Constitucional,13.25.03.03,4,Do Poder Executivo (arts. 87 a 109 da LO-DF),16,16
Direito Constitucional,13.25.03.04,4,Das Funções Essenciais à Justiça (arts. 110 a 116 da LO-DF),8,8
Direito Constitucional,13.25.03.05,4,Da Segurança Pública (arts. 117 a 124-B da LO-DF),11,11
Direito Constitucional,13.25.04,3,Da Tributação e do Orçamento do Distrito Federal (arts. 125 a 157 da LO-DF),22,22
Direito Constitucional,13.25.04.01,4,Do Sistema Tributário do Distrito Federal (arts. 125 a 142 da LO-DF),7,7
Direito Constitucional,13.25.04.02,4,Das Finanças Públicas (arts. 143 a 146 da LO-DF),8,8
Direito Constitucional,13.25.04.03,4,Do Orçamento (arts. 147 a 157 da LO-DF),7,7
Direito Constitucional,13.25.05,3,Da Ordem Econômica do Distrito Federal (arts. 158 a 199 da LO-DF),10,10
Direito Constitucional,13.25.06,3,Da Ordem Social e do Meio Ambiente (arts. 200 a 311 da LO-DF),22,22
Direito Constitucional,13.25.07,3,Da Política Urbana e Rural (arts. 312 a 349 da LO-DF),6,6
Direito Constitucional,13.25.08,3,Do Ato das Disposições Constitucionais Transitórias (LO-DF),1,1
Direito Constitucional,14,1,Leis Orgânicas dos Municípios,115,115
Direito Constitucional,14.01,2,Lei Orgânica do Município de Belo Horizonte,2,2
Direito Constitucional,14.01.01,3,Disposições Preliminares (arts. 1º a 3º da LOM-BH),1,1
Direito Constitucional,14.01.02,3,Da Organização dos Poderes (arts. 70 a 114 da LOM-BH),1,1
Direito Constitucional,14.01.02.01,4,Do Poder Executivo (arts. 102 a 114 da LOM-BH),1,1
Direito Constitucional,14.02,2,Lei Orgânica do Município de Boa Vista,8,8
Direito Constitucional,14.03,2,Lei Orgânica do Município de Cuiabá,1,1
Direito Constitucional,14.04,2,Lei Orgânica do Município de Fortaleza,10,10
Direito Constitucional,14.04.01,3,Da Competência do Município (art. 8º da LOM-Fortaleza),6,6
Direito Constitucional,14.04.02,3,Da Organização dos Poderes (arts. 9º a 94 da LOM-Fortaleza),2,2
Direito Constitucional,14.04.02.01,4,Do Poder Legislativo (arts. 16 a 66 da LOM-Fortaleza),2,2
Direito Constitucional,14.04.03,3,Da Administração Municipal (arts. 95 a 180 da LOM-Fortaleza),2,2
Direito Constitucional,14.04.03.01,4,Da Estrutura Administrativa (arts. 95 a 113 da LOM-Fortaleza),1,1
Direito Constitucional,14.04.03.02,4,Da Tributação e do Orçamento (arts. 163 a 180 da LOM-Fortaleza),1,1
Direito Constitucional,14.05,2,Lei Orgânica do Município de João Pessoa,1,1
Direito Constitucional,14.06,2,Lei Orgânica do Município de Maceió,6,6
Direito Constitucional,14.07,2,Lei Orgânica do Município de Manaus,9,9
Direito Constitucional,14.08,2,Lei Orgânica do Município de Natal,6,6
Direito Constitucional,14.09,2,Lei Orgânica do Município de Salvador,1,1
Direito Constitucional,14.10,2,Lei Orgânica do Município de São Paulo,1,1
Direito Constitucional,14.10.01,3,Da Organização dos Poderes (arts. 12 a 79 da LOM-SP),1,1
Direito Constitucional,14.11,2,Lei Orgânica do Município de Vitória,2,2
Direito Constitucional,14.12,2,Leis Orgânicas dos Demais Municípios,68,68
Direito Constitucional,15,1,Jurisprudência dos Tribunais Superiores em Matéria Constitucional,970,970
Direito Constitucional,15.01,2,Jurisprudência dos Tribunais Superiores sobre Direitos e Deveres Individuais e Coletivos,149,149
Direito Constitucional,15.02,2,Jurisprudência dos Tribunais Superiores sobre Remédios Constitucionais,78,78
Direito Constitucional,15.03,2,Jurisprudência dos Tribunais Superiores sobre Direitos Sociais e dos Trabalhadores,20,20
Direito Constitucional,15.04,2,Jurisprudência dos Tribunais Superiores sobre Nacionalidade,8,8
Direito Constitucional,15.05,2,Jurisprudência dos Tribunais Superiores sobre Direitos Políticos,11,11
Direito Constitucional,15.06,2,Jurisprudência dos Tribunais Superiores sobre Partidos Políticos,1,1
Direito Constitucional,15.07,2,Jurisprudência dos Tribunais Superiores sobre Organização Político-Administrativa,10,10
Direito Constitucional,15.08,2,"Jurisprudência dos Tribunais Superiores sobre Organização, Competências e Bens dos Entes Federativos",71,71
Direito Constitucional,15.09,2,Jurisprudência dos Tribunais Superiores sobre Intervenção Federal e Estadual,11,11
Direito Constitucional,15.10,2,Jurisprudência dos Tribunais Superiores sobre Administração Pública,111,111
Direito Constitucional,15.11,2,"Jurisprudência dos Tribunais Superiores sobre Congresso Nacional, Senado e Câmara dos Deputados",3,3
Direito Constitucional,15.12,2,Jurisprudência dos Tribunais Superiores sobre Deputados e Senadores,15,15
Direito Constitucional,15.13,2,Jurisprudência dos Tribunais Superiores sobre Comissões Parlamentares,16,16
Direito Constitucional,15.14,2,Jurisprudência dos Tribunais Superiores sobre Processo Legislativo,33,33
Direito Constitucional,15.15,2,"Jurisprudência dos Tribunais Superiores sobre Fiscalização Contábil, Financeira e Orçamentária",35,35
Direito Constitucional,15.16,2,Jurisprudência dos Tribunais Superiores sobre Atribuições e Responsabilidades do Chefe do Executivo,15,15
Direito Constitucional,15.17,2,Jurisprudência dos Tribunais Superiores sobre Disposições Gerais do Poder Judiciário,17,17
Direito Constitucional,15.18,2,Jurisprudência dos Tribunais Superiores sobre Órgãos do Poder Judiciário,50,50
Direito Constitucional,15.19,2,Jurisprudência dos Tribunais Superiores sobre Funções Essenciais à Justiça,67,67
Direito Constitucional,15.20,2,Jurisprudência dos Tribunais Superiores sobre Segurança Pública,9,9
Direito Constitucional,15.21,2,Jurisprudência dos Tribunais Superiores sobre Sistema Tributário Nacional,27,27
Direito Constitucional,15.22,2,Jurisprudência dos Tribunais Superiores sobre Finanças Públicas,5,5
Direito Constitucional,15.23,2,Jurisprudência dos Tribunais Superiores sobre Princípios Gerais da Atividade Econômica,13,13
Direito Constitucional,15.24,2,"Jurisprudência dos Tribunais Superiores sobre Políticas Urbana, Agrária e Fundiária",4,4
Direito Constitucional,15.25,2,Jurisprudência dos Tribunais Superiores sobre Ordem Social,10,10
Direito Constitucional,15.26,2,"Jurisprudência dos Tribunais Superiores sobre Educação, Cultura e Desporto",12,12
Direito Constitucional,15.27,2,"Jurisprudência dos Tribunais Superiores sobre Família, Criança, Adolescente, Jovem e Idoso",1,1
Direito Constitucional,15.28,2,Jurisprudência dos Tribunais Superiores sobre Atos das Disposições Constitucionais Transitórias,1,1
Direito Constitucional,15.29,2,Jurisprudência dos Tribunais Superiores sobre Controle de Constitucionalidade,150,150
Direito Constitucional,15.30,2,Jurisprudência dos Tribunais Superiores sobre Simetria Constitucional,8,8
Direito Constitucional,15.31,2,Jurisprudência dos Tribunais Superiores Sobre Outros Assuntos em Matéria Constitucional,9,9
Direito Constitucional,16,1,Sem Classificação,361,361
Gestão de Projetos (PMBOK),,0,Gestão de Projetos (PMBOK),2055,2055
Gestão de Projetos (PMBOK),01,1,Noções Introdutórias de Administração ou Gestão de Projetos,392,392
Gestão de Projetos (PMBOK),02,1,Ciclo de Vida de Projetos,171,171
Gestão de Projetos (PMBOK),03,1,Estrutura Organizacional na Gestão de Projetos,58,58
Gestão de Projetos (PMBOK),04,1,O Papel do Gerente de Projetos,53,53
Gestão de Projetos (PMBOK),05,1,PMO - Escritório de Projetos,60,60
Gestão de Projetos (PMBOK),06,1,PMBOK 6ª Edição (Áreas do Conhecimento e Grupos de Processo),773,773
